unique_id,ds,y,type
11,2024-05-13,18093.0,actual
11,2024-05-20,18208.0,actual
11,2024-05-27,19008.0,actual
11,2024-06-03,19047.0,actual
11,2024-06-10,21650.0,actual
11,2024-06-17,19482.0,actual
11,2024-06-24,20090.0,actual
11,2024-07-01,19854.0,actual
11,2024-07-08,20984.0,actual
11,2024-07-15,16923.0,actual
11,2024-07-22,20306.0,actual
11,2024-07-29,16066.0,actual
11,2024-08-05,18654.0,actual
11,2024-08-12,16356.0,actual
11,2024-08-19,15093.0,actual
11,2024-08-26,16964.0,actual
11,2024-09-02,17710.0,actual
11,2024-09-09,17527.0,actual
11,2024-09-16,16521.0,actual
11,2024-09-23,15655.0,actual
11,2024-09-30,17296.0,actual
11,2024-10-07,14597.0,actual
13,2022-01-03,29531.0,actual
13,2022-01-10,26903.0,actual
13,2022-01-17,26938.0,actual
13,2022-01-24,28707.0,actual
13,2022-01-31,38183.0,actual
13,2022-02-07,32611.0,actual
13,2022-02-14,31109.0,actual
13,2022-02-21,22912.0,actual
13,2022-02-28,27915.0,actual
13,2022-03-07,29430.0,actual
13,2022-03-14,29048.0,actual
13,2022-03-21,27389.0,actual
13,2022-03-28,23155.0,actual
13,2022-04-04,23917.0,actual
13,2022-04-11,25978.0,actual
13,2022-04-18,22800.0,actual
13,2022-04-25,27564.0,actual
13,2022-05-02,31595.0,actual
13,2022-05-09,30635.0,actual
13,2022-05-16,25945.0,actual
13,2022-05-23,27677.0,actual
13,2022-05-30,29391.0,actual
13,2022-06-06,28570.0,actual
13,2022-06-13,24280.0,actual
13,2022-06-20,28888.0,actual
13,2022-06-27,29608.0,actual
13,2022-07-04,28393.0,actual
13,2022-07-11,25899.0,actual
13,2022-07-18,23937.0,actual
13,2022-07-25,33433.0,actual
13,2022-08-01,25613.0,actual
13,2022-08-08,27784.0,actual
13,2022-08-15,27734.0,actual
13,2022-08-22,26111.0,actual
13,2022-08-29,20595.0,actual
13,2022-09-05,26049.0,actual
13,2022-09-12,29118.0,actual
13,2022-09-19,33000.0,actual
13,2022-09-26,26991.0,actual
13,2022-10-03,28168.0,actual
13,2022-10-10,29843.0,actual
13,2022-10-17,27483.0,actual
13,2022-10-24,25841.0,actual
13,2022-10-31,25547.0,actual
13,2022-11-07,33191.0,actual
13,2022-11-14,31076.0,actual
13,2022-11-21,30443.0,actual
13,2022-11-28,36006.0,actual
13,2022-12-05,31982.0,actual
13,2022-12-12,33123.0,actual
13,2022-12-19,23273.0,actual
13,2022-12-26,31488.0,actual
13,2023-01-02,33599.0,actual
13,2023-01-09,23000.0,actual
13,2023-01-16,30675.0,actual
13,2023-01-23,27184.0,actual
13,2023-01-30,29716.0,actual
13,2023-02-06,29644.0,actual
13,2023-02-13,28107.0,actual
13,2023-02-20,38419.0,actual
13,2023-02-27,29076.0,actual
13,2023-03-06,14627.0,actual
13,2023-03-13,30895.0,actual
13,2023-03-20,28889.0,actual
13,2023-03-27,25858.0,actual
13,2023-04-03,28365.0,actual
13,2023-04-10,29519.0,actual
13,2023-04-17,35976.0,actual
13,2023-04-24,34092.0,actual
13,2023-05-01,30330.0,actual
13,2023-05-08,32521.0,actual
13,2023-05-15,29347.0,actual
13,2023-05-22,29875.0,actual
13,2023-05-29,31430.0,actual
13,2023-06-05,33719.0,actual
13,2023-06-12,31610.0,actual
13,2023-06-19,29557.0,actual
13,2023-06-26,29429.0,actual
13,2023-07-03,34677.0,actual
13,2023-07-10,26096.0,actual
13,2023-07-17,27886.0,actual
13,2023-07-24,30421.0,actual
13,2023-07-31,37859.0,actual
13,2023-08-07,29927.0,actual
13,2023-08-14,32510.0,actual
13,2023-08-21,30808.0,actual
13,2023-08-28,29452.0,actual
13,2023-09-04,27580.0,actual
13,2023-09-11,26757.0,actual
13,2023-09-18,31654.0,actual
13,2023-09-25,28412.0,actual
13,2023-10-02,29760.0,actual
13,2023-10-09,30065.0,actual
13,2023-10-16,32296.0,actual
13,2023-10-23,37603.0,actual
13,2023-10-30,28496.0,actual
13,2023-11-06,21506.0,actual
13,2023-11-13,33517.0,actual
13,2023-11-20,27304.0,actual
13,2023-11-27,36941.0,actual
13,2023-12-04,38096.0,actual
13,2023-12-11,31970.0,actual
13,2023-12-18,26803.0,actual
13,2023-12-25,27305.0,actual
13,2024-01-01,31833.0,actual
13,2024-01-08,32509.0,actual
13,2024-01-15,28776.0,actual
13,2024-01-22,31028.0,actual
13,2024-01-29,35407.0,actual
13,2024-02-05,30792.0,actual
13,2024-02-12,29997.0,actual
13,2024-02-19,27617.0,actual
13,2024-02-26,31620.0,actual
13,2024-03-04,29501.0,actual
13,2024-03-11,31060.0,actual
13,2024-03-18,31681.0,actual
13,2024-03-25,26869.0,actual
13,2024-04-01,30612.0,actual
13,2024-04-08,32832.0,actual
13,2024-04-15,29575.0,actual
13,2024-04-22,31544.0,actual
13,2024-04-29,30742.0,actual
13,2024-05-06,31074.0,actual
13,2024-05-13,28743.0,actual
13,2024-05-20,29387.0,actual
13,2024-05-27,30570.0,actual
13,2024-06-03,28647.0,actual
13,2024-06-10,33795.0,actual
13,2024-06-17,31975.0,actual
13,2024-06-24,33643.0,actual
13,2024-07-01,33738.0,actual
13,2024-07-08,36622.0,actual
13,2024-07-15,33913.0,actual
13,2024-07-22,34806.0,actual
13,2024-07-29,26573.0,actual
13,2024-08-05,27078.0,actual
13,2024-08-12,27029.0,actual
13,2024-08-19,28726.0,actual
13,2024-08-26,27626.0,actual
13,2024-09-02,31367.0,actual
13,2024-09-09,29105.0,actual
13,2024-09-16,27163.0,actual
13,2024-09-23,28058.0,actual
13,2024-09-30,30453.0,actual
13,2024-10-07,28499.0,actual
14,2022-01-03,9216.0,actual
14,2022-01-10,9130.0,actual
14,2022-01-17,7953.0,actual
14,2022-01-24,9273.0,actual
14,2022-01-31,12891.0,actual
14,2022-02-07,9604.0,actual
14,2022-02-14,9752.0,actual
14,2022-02-21,5930.0,actual
14,2022-02-28,6754.0,actual
14,2022-03-07,7984.0,actual
14,2022-03-14,7406.0,actual
14,2022-03-21,6995.0,actual
14,2022-03-28,7345.0,actual
14,2022-04-04,7348.0,actual
14,2022-04-11,7590.0,actual
14,2022-04-18,6178.0,actual
14,2022-04-25,8800.0,actual
14,2022-05-02,9566.0,actual
14,2022-05-09,7952.0,actual
14,2022-05-16,6751.0,actual
14,2022-05-23,6978.0,actual
14,2022-05-30,9574.0,actual
14,2022-06-06,6751.0,actual
14,2022-06-13,6290.0,actual
14,2022-06-20,7451.0,actual
14,2022-06-27,8717.0,actual
14,2022-07-04,8277.0,actual
14,2022-07-11,5886.0,actual
14,2022-07-18,5968.0,actual
14,2022-07-25,9004.0,actual
14,2022-08-01,8298.0,actual
14,2022-08-08,9900.0,actual
14,2022-08-15,8709.0,actual
14,2022-08-22,7926.0,actual
14,2022-08-29,5758.0,actual
14,2022-09-05,6921.0,actual
14,2022-09-12,8984.0,actual
14,2022-09-19,10759.0,actual
14,2022-09-26,7867.0,actual
14,2022-10-03,7749.0,actual
14,2022-10-10,7715.0,actual
14,2022-10-17,7938.0,actual
14,2022-10-24,7381.0,actual
14,2022-10-31,7295.0,actual
14,2022-11-07,10605.0,actual
14,2022-11-14,9194.0,actual
14,2022-11-21,7298.0,actual
14,2022-11-28,11896.0,actual
14,2022-12-05,10292.0,actual
14,2022-12-12,10078.0,actual
14,2022-12-19,6906.0,actual
14,2022-12-26,11829.0,actual
14,2023-01-02,14633.0,actual
14,2023-01-09,7528.0,actual
14,2023-01-16,8325.0,actual
14,2023-01-23,6946.0,actual
14,2023-01-30,9030.0,actual
14,2023-02-06,8231.0,actual
14,2023-02-13,7802.0,actual
14,2023-02-20,10412.0,actual
14,2023-02-27,8141.0,actual
14,2023-03-06,3009.0,actual
14,2023-03-13,8351.0,actual
14,2023-03-20,7825.0,actual
14,2023-03-27,9146.0,actual
14,2023-04-03,6517.0,actual
14,2023-04-10,7493.0,actual
14,2023-04-17,10079.0,actual
14,2023-04-24,10581.0,actual
14,2023-05-01,9079.0,actual
14,2023-05-08,9607.0,actual
14,2023-05-15,6727.0,actual
14,2023-05-22,6162.0,actual
14,2023-05-29,6743.0,actual
14,2023-06-05,8719.0,actual
14,2023-06-12,9771.0,actual
14,2023-06-19,7486.0,actual
14,2023-06-26,7540.0,actual
14,2023-07-03,9268.0,actual
14,2023-07-10,6397.0,actual
14,2023-07-17,6878.0,actual
14,2023-07-24,7666.0,actual
14,2023-07-31,8094.0,actual
14,2023-08-07,7674.0,actual
14,2023-08-14,8150.0,actual
14,2023-08-21,7691.0,actual
14,2023-08-28,7316.0,actual
14,2023-09-04,7034.0,actual
14,2023-09-11,6485.0,actual
14,2023-09-18,8170.0,actual
14,2023-09-25,8525.0,actual
14,2023-10-02,9778.0,actual
14,2023-10-09,9049.0,actual
14,2023-10-16,8159.0,actual
14,2023-10-23,8517.0,actual
14,2023-10-30,7639.0,actual
14,2023-11-06,5442.0,actual
14,2023-11-13,8171.0,actual
14,2023-11-20,6919.0,actual
14,2023-11-27,11392.0,actual
14,2023-12-04,9852.0,actual
14,2023-12-11,8910.0,actual
14,2023-12-18,7475.0,actual
14,2023-12-25,6327.0,actual
14,2024-01-01,9038.0,actual
14,2024-01-08,7610.0,actual
14,2024-01-15,7924.0,actual
14,2024-01-22,8271.0,actual
14,2024-01-29,10077.0,actual
14,2024-02-05,8708.0,actual
14,2024-02-12,8608.0,actual
14,2024-02-19,8162.0,actual
14,2024-02-26,8706.0,actual
14,2024-03-04,7718.0,actual
14,2024-03-11,7960.0,actual
14,2024-03-18,6933.0,actual
14,2024-03-25,7384.0,actual
14,2024-04-01,7976.0,actual
14,2024-04-08,7988.0,actual
14,2024-04-15,7513.0,actual
14,2024-04-22,9508.0,actual
14,2024-04-29,9351.0,actual
14,2024-05-06,8057.0,actual
14,2024-05-13,7386.0,actual
14,2024-05-20,6236.0,actual
14,2024-05-27,8796.0,actual
14,2024-06-03,7201.0,actual
14,2024-06-10,8757.0,actual
14,2024-06-17,9100.0,actual
14,2024-06-24,10101.0,actual
14,2024-07-01,10291.0,actual
14,2024-07-08,11583.0,actual
14,2024-07-15,9742.0,actual
14,2024-07-22,9098.0,actual
14,2024-07-29,7652.0,actual
14,2024-08-05,8125.0,actual
14,2024-08-12,8145.0,actual
14,2024-08-19,6093.0,actual
14,2024-08-26,7374.0,actual
14,2024-09-02,8740.0,actual
14,2024-09-09,8326.0,actual
14,2024-09-16,8080.0,actual
14,2024-09-23,7908.0,actual
14,2024-09-30,8866.0,actual
14,2024-10-07,6543.0,actual
17,2022-01-03,8246.0,actual
17,2022-01-10,7989.0,actual
17,2022-01-17,7898.0,actual
17,2022-01-24,8447.0,actual
17,2022-01-31,12081.0,actual
17,2022-02-07,9232.0,actual
17,2022-02-14,9065.0,actual
17,2022-02-21,6641.0,actual
17,2022-02-28,7396.0,actual
17,2022-03-07,7722.0,actual
17,2022-03-14,7981.0,actual
17,2022-03-21,7992.0,actual
17,2022-03-28,7567.0,actual
17,2022-04-04,7698.0,actual
17,2022-04-11,8246.0,actual
17,2022-04-18,7490.0,actual
17,2022-04-25,9488.0,actual
17,2022-05-02,9659.0,actual
17,2022-05-09,10113.0,actual
17,2022-05-16,7377.0,actual
17,2022-05-23,7961.0,actual
17,2022-05-30,8501.0,actual
17,2022-06-06,8146.0,actual
17,2022-06-13,7203.0,actual
17,2022-06-20,8505.0,actual
17,2022-06-27,8737.0,actual
17,2022-07-04,7645.0,actual
17,2022-07-11,8093.0,actual
17,2022-07-18,7974.0,actual
17,2022-07-25,12669.0,actual
17,2022-08-01,9223.0,actual
17,2022-08-08,10499.0,actual
17,2022-08-15,9539.0,actual
17,2022-08-22,9218.0,actual
17,2022-08-29,6735.0,actual
17,2022-09-05,8390.0,actual
17,2022-09-12,10905.0,actual
17,2022-09-19,11885.0,actual
17,2022-09-26,8619.0,actual
17,2022-10-03,8564.0,actual
17,2022-10-10,8914.0,actual
17,2022-10-17,9083.0,actual
17,2022-10-24,7850.0,actual
17,2022-10-31,8628.0,actual
17,2022-11-07,10191.0,actual
17,2022-11-14,10502.0,actual
17,2022-11-21,8997.0,actual
17,2022-11-28,13109.0,actual
17,2022-12-05,11840.0,actual
17,2022-12-12,9465.0,actual
17,2022-12-19,7504.0,actual
17,2022-12-26,11583.0,actual
17,2023-01-02,14071.0,actual
17,2023-01-09,8259.0,actual
17,2023-01-16,10362.0,actual
17,2023-01-23,8864.0,actual
17,2023-01-30,10686.0,actual
17,2023-02-06,8885.0,actual
17,2023-02-13,8143.0,actual
17,2023-02-20,11185.0,actual
17,2023-02-27,8299.0,actual
17,2023-03-06,3819.0,actual
17,2023-03-13,9059.0,actual
17,2023-03-20,7318.0,actual
17,2023-03-27,7393.0,actual
17,2023-04-03,6647.0,actual
17,2023-04-10,6767.0,actual
17,2023-04-17,8610.0,actual
17,2023-04-24,8990.0,actual
17,2023-05-01,7907.0,actual
17,2023-05-08,7859.0,actual
17,2023-05-15,7209.0,actual
17,2023-05-22,6579.0,actual
17,2023-05-29,7250.0,actual
17,2023-06-05,7851.0,actual
17,2023-06-12,7683.0,actual
17,2023-06-19,7648.0,actual
17,2023-06-26,7979.0,actual
17,2023-07-03,8444.0,actual
17,2023-07-10,6754.0,actual
17,2023-07-17,6339.0,actual
17,2023-07-24,8233.0,actual
17,2023-07-31,8462.0,actual
17,2023-08-07,7874.0,actual
17,2023-08-14,10010.0,actual
17,2023-08-21,8327.0,actual
17,2023-08-28,8562.0,actual
17,2023-09-04,8214.0,actual
17,2023-09-11,6895.0,actual
17,2023-09-18,7791.0,actual
17,2023-09-25,8351.0,actual
17,2023-10-02,8867.0,actual
17,2023-10-09,9011.0,actual
17,2023-10-16,7907.0,actual
17,2023-10-23,8374.0,actual
17,2023-10-30,7436.0,actual
17,2023-11-06,5749.0,actual
17,2023-11-13,8591.0,actual
17,2023-11-20,7600.0,actual
17,2023-11-27,10294.0,actual
17,2023-12-04,9988.0,actual
17,2023-12-11,8084.0,actual
17,2023-12-18,6982.0,actual
17,2023-12-25,7761.0,actual
17,2024-01-01,9072.0,actual
17,2024-01-08,8727.0,actual
17,2024-01-15,7950.0,actual
17,2024-01-22,8725.0,actual
17,2024-01-29,10001.0,actual
17,2024-02-05,9383.0,actual
17,2024-02-12,8762.0,actual
17,2024-02-19,8861.0,actual
17,2024-02-26,8438.0,actual
17,2024-03-04,7296.0,actual
17,2024-03-11,7970.0,actual
17,2024-03-18,8096.0,actual
17,2024-03-25,7205.0,actual
17,2024-04-01,7209.0,actual
17,2024-04-08,8624.0,actual
17,2024-04-15,7218.0,actual
17,2024-04-22,8221.0,actual
17,2024-04-29,8656.0,actual
17,2024-05-06,8198.0,actual
17,2024-05-13,8174.0,actual
17,2024-05-20,7154.0,actual
17,2024-05-27,7038.0,actual
17,2024-06-03,6636.0,actual
17,2024-06-10,8309.0,actual
17,2024-06-17,8172.0,actual
17,2024-06-24,7961.0,actual
17,2024-07-01,8684.0,actual
17,2024-07-08,10038.0,actual
17,2024-07-15,8870.0,actual
17,2024-07-22,8066.0,actual
17,2024-07-29,6361.0,actual
17,2024-08-05,7629.0,actual
17,2024-08-12,7295.0,actual
17,2024-08-19,7702.0,actual
17,2024-08-26,6558.0,actual
17,2024-09-02,8816.0,actual
17,2024-09-09,7078.0,actual
17,2024-09-16,6490.0,actual
17,2024-09-23,7456.0,actual
17,2024-09-30,7700.0,actual
17,2024-10-07,6293.0,actual
20,2022-01-03,8602.0,actual
20,2022-01-10,8466.0,actual
20,2022-01-17,7084.0,actual
20,2022-01-24,7472.0,actual
20,2022-01-31,10312.0,actual
20,2022-02-07,7753.0,actual
20,2022-02-14,8055.0,actual
20,2022-02-21,5884.0,actual
20,2022-02-28,6083.0,actual
20,2022-03-07,6557.0,actual
20,2022-03-14,6635.0,actual
20,2022-03-21,6355.0,actual
20,2022-03-28,5519.0,actual
20,2022-04-04,6003.0,actual
20,2022-04-11,6033.0,actual
20,2022-04-18,5161.0,actual
20,2022-04-25,7909.0,actual
20,2022-05-02,7808.0,actual
20,2022-05-09,7435.0,actual
20,2022-05-16,5960.0,actual
20,2022-05-23,7601.0,actual
20,2022-05-30,6880.0,actual
20,2022-06-06,6877.0,actual
20,2022-06-13,6566.0,actual
20,2022-06-20,8054.0,actual
20,2022-06-27,7936.0,actual
20,2022-07-04,7366.0,actual
20,2022-07-11,7817.0,actual
20,2022-07-18,7319.0,actual
20,2022-07-25,12849.0,actual
20,2022-08-01,7940.0,actual
20,2022-08-08,10941.0,actual
20,2022-08-15,8908.0,actual
20,2022-08-22,7635.0,actual
20,2022-08-29,7070.0,actual
20,2022-09-05,8545.0,actual
20,2022-09-12,10785.0,actual
20,2022-09-19,10604.0,actual
20,2022-09-26,9474.0,actual
20,2022-10-03,9797.0,actual
20,2022-10-10,9785.0,actual
20,2022-10-17,8000.0,actual
20,2022-10-24,8374.0,actual
20,2022-10-31,7925.0,actual
20,2022-11-07,10234.0,actual
20,2022-11-14,10093.0,actual
20,2022-11-21,11187.0,actual
20,2022-11-28,15685.0,actual
20,2022-12-05,11524.0,actual
20,2022-12-12,11766.0,actual
20,2022-12-19,8327.0,actual
20,2022-12-26,11758.0,actual
20,2023-01-02,13825.0,actual
20,2023-01-09,9122.0,actual
20,2023-01-16,11358.0,actual
20,2023-01-23,9447.0,actual
20,2023-01-30,11679.0,actual
20,2023-02-06,11394.0,actual
20,2023-02-13,9358.0,actual
20,2023-02-20,12294.0,actual
20,2023-02-27,9791.0,actual
20,2023-03-06,3879.0,actual
20,2023-03-13,10202.0,actual
20,2023-03-20,9027.0,actual
20,2023-03-27,9176.0,actual
20,2023-04-03,7801.0,actual
20,2023-04-10,8166.0,actual
20,2023-04-17,10554.0,actual
20,2023-04-24,10913.0,actual
20,2023-05-01,9366.0,actual
20,2023-05-08,10311.0,actual
20,2023-05-15,8101.0,actual
20,2023-05-22,9051.0,actual
20,2023-05-29,9213.0,actual
20,2023-06-05,9804.0,actual
20,2023-06-12,10369.0,actual
20,2023-06-19,9275.0,actual
20,2023-06-26,8789.0,actual
20,2023-07-03,11474.0,actual
20,2023-07-10,8637.0,actual
20,2023-07-17,8093.0,actual
20,2023-07-24,9533.0,actual
20,2023-07-31,11271.0,actual
20,2023-08-07,8767.0,actual
20,2023-08-14,9096.0,actual
20,2023-08-21,9426.0,actual
20,2023-08-28,9049.0,actual
20,2023-09-04,8640.0,actual
20,2023-09-11,8802.0,actual
20,2023-09-18,10008.0,actual
20,2023-09-25,9507.0,actual
20,2023-10-02,9851.0,actual
20,2023-10-09,9294.0,actual
20,2023-10-16,10475.0,actual
20,2023-10-23,11658.0,actual
20,2023-10-30,9291.0,actual
20,2023-11-06,6581.0,actual
